,hour,count,weekday,workingday,weathersit,temp,hum,windspeed
896,8,20,6.0,0.0,2.0,0.26,0.44,0.4627
897,9,20,6.0,0.0,2.0,0.26,0.41,0.4478
898,10,20,6.0,0.0,2.0,0.26,0.44,0.2985
899,11,20,6.0,0.0,2.0,0.28,0.41,0.2985
900,12,20,6.0,0.0,2.0,0.3,0.36,0.6119
901,13,20,6.0,0.0,1.0,0.32,0.36,0.3284
902,14,20,6.0,0.0,1.0,0.32,0.33,0.4627
903,15,19,6.0,0.0,1.0,0.3,0.36,0.4627
904,16,19,6.0,0.0,1.0,0.28,0.38,0.4478
905,17,19,6.0,0.0,1.0,0.26,0.41,0.3881
906,18,20,6.0,0.0,1.0,0.26,0.38,0.3881
907,19,20,6.0,0.0,1.0,0.26,0.41,0.2537
908,20,20,6.0,0.0,1.0,0.24,0.44,0.2836
909,21,20,6.0,0.0,1.0,0.24,0.44,0.19399999999999998
910,22,20,6.0,0.0,1.0,0.24,0.44,0.2537
911,23,20,6.0,0.0,1.0,0.24,0.44,0.19399999999999998
912,0,21,5.0,1.0,1.0,0.28,0.65,0.0
913,1,21,5.0,1.0,1.0,0.28,0.81,0.0896
914,2,21,5.0,1.0,1.0,0.26,0.75,0.0896
915,3,21,5.0,1.0,1.0,0.26,0.7,0.0
916,4,21,5.0,1.0,1.0,0.24,0.75,0.1045
917,5,21,5.0,1.0,1.0,0.24,0.81,0.0
918,6,21,5.0,1.0,1.0,0.24,0.81,0.0
919,7,21,5.0,1.0,1.0,0.24,0.81,0.0
920,8,21,5.0,1.0,1.0,0.24,0.87,0.0896
921,9,21,5.0,1.0,1.0,0.28,0.75,0.1045
922,10,21,5.0,1.0,1.0,0.34,0.61,0.1642
923,11,21,5.0,1.0,1.0,0.4,0.5,0.19399999999999998
924,12,21,5.0,1.0,1.0,0.44,0.38,0.2537
925,13,21,5.0,1.0,1.0,0.46,0.38,0.2836
926,14,21,5.0,1.0,1.0,0.5,0.36,0.2537
927,15,21,5.0,1.0,1.0,0.48,0.41,0.2537
928,16,21,5.0,1.0,2.0,0.48,0.41,0.1045
929,17,21,5.0,1.0,2.0,0.48,0.39,0.0896
930,18,21,5.0,1.0,2.0,0.46,0.44,0.0
931,19,21,5.0,1.0,2.0,0.46,0.47,0.1642
932,20,21,5.0,1.0,1.0,0.46,0.41,0.0896
933,21,21,5.0,1.0,1.0,0.46,0.47,0.2537
934,22,21,5.0,1.0,1.0,0.44,0.33,0.5224
935,23,21,5.0,1.0,1.0,0.42,0.38,0.4478
936,0,20,4.0,0.0,1.0,0.32,0.66,0.0896
937,1,20,4.0,0.0,1.0,0.28,0.65,0.0896
938,2,20,4.0,0.0,1.0,0.24,0.75,0.0896
939,3,20,4.0,0.0,1.0,0.24,0.75,0.1045
940,4,20,4.0,0.0,1.0,0.22,0.8,0.1343
941,5,20,4.0,0.0,1.0,0.24,0.75,0.1045
942,6,20,4.0,0.0,1.0,0.26,0.7,0.1045
943,7,20,4.0,0.0,1.0,0.22,0.75,0.1343
944,8,20,4.0,0.0,1.0,0.24,0.75,0.1343
945,9,20,4.0,0.0,1.0,0.3,0.65,0.0
946,10,20,4.0,0.0,1.0,0.36,0.57,0.1045
947,11,20,4.0,0.0,1.0,0.42,0.41,0.0896
948,12,18,4.0,0.0,1.0,0.44,0.35,0.0
949,13,20,4.0,0.0,1.0,0.46,0.31,0.0
950,14,21,4.0,0.0,1.0,0.48,0.29,0.0
951,15,21,4.0,0.0,1.0,0.48,0.29,0.0
952,16,21,4.0,0.0,1.0,0.46,0.33,0.0
953,17,21,4.0,0.0,1.0,0.44,0.35,0.0
954,18,21,4.0,0.0,1.0,0.4,0.43,0.0
955,19,21,4.0,0.0,1.0,0.36,0.76,0.0
956,20,21,4.0,0.0,1.0,0.34,0.71,0.0
957,21,21,4.0,0.0,1.0,0.34,0.61,0.0896
958,22,21,4.0,0.0,1.0,0.32,0.61,0.0
959,23,21,4.0,0.0,1.0,0.3,0.7,0.0
960,0,20,3.0,1.0,1.0,0.34,0.81,0.0
961,1,20,3.0,1.0,1.0,0.32,0.81,0.1045
962,2,20,3.0,1.0,1.0,0.28,0.87,0.1045
963,3,20,3.0,1.0,1.0,0.28,0.87,0.1045
964,4,20,3.0,1.0,1.0,0.28,0.87,0.1045
965,5,20,3.0,1.0,1.0,0.28,0.87,0.1045
966,6,20,3.0,1.0,1.0,0.28,0.87,0.0896
967,7,20,3.0,1.0,1.0,0.26,0.87,0.0896
968,8,20,3.0,1.0,2.0,0.28,0.81,0.0896
969,9,20,3.0,1.0,1.0,0.32,0.76,0.0896
970,10,20,3.0,1.0,1.0,0.36,0.62,0.0
971,11,20,3.0,1.0,1.0,0.4,0.5,0.19399999999999998
972,12,20,3.0,1.0,1.0,0.44,0.41,0.19399999999999998
973,13,20,3.0,1.0,1.0,0.44,0.35,0.2239
974,14,20,3.0,1.0,1.0,0.46,0.33,0.19399999999999998
975,15,20,3.0,1.0,1.0,0.46,0.36,0.0896
976,16,20,3.0,1.0,1.0,0.44,0.33,0.1343
977,17,20,3.0,1.0,1.0,0.4,0.4,0.1642
978,18,20,3.0,1.0,1.0,0.42,0.38,0.1045
979,19,20,3.0,1.0,1.0,0.38,0.43,0.19399999999999998
980,20,20,3.0,1.0,1.0,0.34,0.61,0.1045
981,21,20,3.0,1.0,1.0,0.36,0.5,0.0
982,22,20,3.0,1.0,1.0,0.34,0.49,0.0
983,23,20,3.0,1.0,1.0,0.32,0.61,0.0
984,0,20,2.0,1.0,1.0,0.32,0.7,0.1343
985,1,20,2.0,1.0,1.0,0.34,0.66,0.1045
986,2,20,2.0,1.0,2.0,0.32,0.76,0.0896
987,3,20,2.0,1.0,2.0,0.34,0.71,0.1045
988,4,20,2.0,1.0,2.0,0.34,0.66,0.19399999999999998
989,5,20,2.0,1.0,2.0,0.34,0.66,0.1343
990,6,20,2.0,1.0,2.0,0.34,0.71,0.1642
991,7,20,2.0,1.0,1.0,0.32,0.76,0.0896
992,8,20,2.0,1.0,1.0,0.34,0.71,0.1343
993,9,20,2.0,1.0,2.0,0.36,0.71,0.0
994,10,20,2.0,1.0,2.0,0.4,0.66,0.0896
995,11,20,2.0,1.0,2.0,0.42,0.67,0.0896
996,12,20,2.0,1.0,2.0,0.42,0.67,0.0
997,13,20,2.0,1.0,2.0,0.44,0.58,0.0
998,14,20,2.0,1.0,2.0,0.44,0.58,0.1045
999,15,20,2.0,1.0,2.0,0.46,0.55,0.1045
1000,16,20,2.0,1.0,2.0,0.42,0.62,0.0896
1001,17,20,2.0,1.0,2.0,0.4,0.71,0.1642
1002,18,22,2.0,1.0,2.0,0.4,0.66,0.0896
1003,19,22,2.0,1.0,2.0,0.4,0.71,0.0
1004,20,22,2.0,1.0,2.0,0.38,0.76,0.0
1005,21,22,2.0,1.0,1.0,0.36,0.71,0.0
1006,22,22,2.0,1.0,1.0,0.36,0.71,0.0
1007,23,22,2.0,1.0,1.0,0.32,0.81,0.1045
1008,0,20,1.0,1.0,1.0,0.36,0.66,0.2239
1009,1,20,1.0,1.0,2.0,0.36,0.66,0.2239
1010,2,20,1.0,1.0,2.0,0.36,0.66,0.2537
1011,3,20,1.0,1.0,2.0,0.36,0.66,0.2239
1012,4,20,1.0,1.0,2.0,0.36,0.66,0.2239
1013,5,20,1.0,1.0,2.0,0.36,0.66,0.2239
1014,6,20,1.0,1.0,2.0,0.36,0.66,0.2537
1015,7,21,1.0,1.0,2.0,0.36,0.66,0.2985
1016,8,21,1.0,1.0,2.0,0.36,0.66,0.2985
1017,9,21,1.0,1.0,2.0,0.36,0.66,0.2537
1018,10,21,1.0,1.0,2.0,0.36,0.66,0.2537
1019,11,21,1.0,1.0,2.0,0.38,0.66,0.2537
1020,12,21,1.0,1.0,2.0,0.4,0.62,0.2836
1021,13,21,1.0,1.0,1.0,0.44,0.54,0.2537
1022,14,21,1.0,1.0,1.0,0.44,0.54,0.2537
1023,15,21,1.0,1.0,1.0,0.44,0.54,0.194
1024,16,22,1.0,1.0,1.0,0.42,0.58,0.2537
1025,17,22,1.0,1.0,2.0,0.42,0.58,0.194
1026,18,23,1.0,1.0,2.0,0.4,0.58,0.2537
1027,19,23,1.0,1.0,2.0,0.4,0.58,0.2836
1028,20,23,1.0,1.0,2.0,0.38,0.62,0.2537
1029,21,23,1.0,1.0,2.0,0.38,0.54,0.2239
1030,22,23,1.0,1.0,1.0,0.34,0.66,0.1045
1031,23,23,1.0,1.0,1.0,0.34,0.66,0.1045
1032,0,20,0.0,0.0,2.0,0.3,0.7,0.1642
1033,1,20,0.0,0.0,1.0,0.3,0.7,0.194
1034,2,20,0.0,0.0,1.0,0.28,0.81,0.1045
1035,3,20,0.0,0.0,2.0,0.3,0.81,0.1642
1036,4,20,0.0,0.0,2.0,0.3,0.81,0.194
1037,5,20,0.0,0.0,1.0,0.28,0.81,0.1343
1038,6,20,0.0,0.0,1.0,0.28,0.81,0.1642
1039,7,20,0.0,0.0,1.0,0.28,0.81,0.194
1040,8,20,0.0,0.0,1.0,0.3,0.75,0.2537
1041,9,20,0.0,0.0,1.0,0.32,0.7,0.2537
1042,10,20,0.0,0.0,1.0,0.34,0.66,0.2985
1043,11,20,0.0,0.0,1.0,0.38,0.62,0.2836
1044,12,19,0.0,0.0,1.0,0.4,0.62,0.2836
1045,13,19,0.0,0.0,1.0,0.4,0.62,0.3284
1046,14,19,0.0,0.0,1.0,0.4,0.62,0.2985
1047,15,19,0.0,0.0,1.0,0.42,0.54,0.2836
1048,16,19,0.0,0.0,2.0,0.4,0.62,0.3284
1049,17,19,0.0,0.0,2.0,0.38,0.66,0.2537
1050,18,19,0.0,0.0,1.0,0.36,0.66,0.2239
1051,19,19,0.0,0.0,1.0,0.36,0.66,0.1642
1052,20,19,0.0,0.0,1.0,0.36,0.66,0.1642
1053,21,19,0.0,0.0,1.0,0.36,0.66,0.2537
1054,22,19,0.0,0.0,2.0,0.36,0.66,0.2537
1055,23,19,0.0,0.0,1.0,0.36,0.66,0.2239
1056,0,20,6.0,0.0,1.0,0.3,0.52,0.1642
1057,1,20,6.0,0.0,1.0,0.26,0.6,0.194
1058,2,20,6.0,0.0,1.0,0.26,0.65,0.194
1059,3,20,6.0,0.0,1.0,0.26,0.65,0.194
1060,4,20,6.0,0.0,1.0,0.24,0.7,0.194
1061,5,20,6.0,0.0,1.0,0.24,0.7,0.1642
1062,6,20,6.0,0.0,1.0,0.24,0.7,0.2239
1063,7,20,6.0,0.0,1.0,0.24,0.7,0.194
1064,8,20,6.0,0.0,1.0,0.26,0.65,0.2239
1065,9,20,6.0,0.0,1.0,0.34,0.49,0.2239
1066,10,20,6.0,0.0,1.0,0.36,0.46,0.2537
1067,11,20,6.0,0.0,1.0,0.38,0.43,0.194
1068,12,20,6.0,0.0,1.0,0.4,0.4,0.1642
1069,13,20,6.0,0.0,1.0,0.42,0.38,0.2537
1070,14,20,6.0,0.0,1.0,0.42,0.38,0.194
1071,15,20,6.0,0.0,1.0,0.42,0.35,0.2985
1072,16,21,6.0,0.0,1.0,0.4,0.4,0.2239
1073,17,21,6.0,0.0,1.0,0.38,0.4,0.1642
1074,18,21,6.0,0.0,1.0,0.36,0.5,0.1045
1075,19,21,6.0,0.0,1.0,0.34,0.53,0.0896
1076,20,21,6.0,0.0,2.0,0.34,0.66,0.0896
1077,21,21,6.0,0.0,2.0,0.32,0.57,0.1045
1078,22,21,6.0,0.0,2.0,0.32,0.57,0.1045
1079,23,21,6.0,0.0,2.0,0.3,0.7,0.1045
1080,0,20,5.0,1.0,2.0,0.32,0.66,0.1045
1081,1,20,5.0,1.0,2.0,0.3,0.65,0.0896
1082,2,20,5.0,1.0,2.0,0.3,0.7,0.1642
1083,3,20,5.0,1.0,2.0,0.3,0.65,0.1343
1084,4,20,5.0,1.0,2.0,0.3,0.65,0.1045
1085,5,20,5.0,1.0,2.0,0.3,0.65,0.0896
1086,6,20,5.0,1.0,2.0,0.3,0.61,0.0896
1087,7,20,5.0,1.0,2.0,0.3,0.61,0.1642
1088,8,20,5.0,1.0,2.0,0.32,0.57,0.1343
1089,9,20,5.0,1.0,1.0,0.34,0.53,0.1045
1090,10,20,5.0,1.0,1.0,0.34,0.53,0.194
1091,11,19,5.0,1.0,1.0,0.38,0.43,0.2239
1092,12,19,5.0,1.0,1.0,0.4,0.43,0.2836
1093,13,19,5.0,1.0,1.0,0.42,0.38,0.194
1094,14,19,5.0,1.0,1.0,0.42,0.35,0.1045
1095,15,19,5.0,1.0,1.0,0.42,0.38,0.1343
1096,16,19,5.0,1.0,1.0,0.42,0.35,0.2836
1097,17,21,5.0,1.0,1.0,0.36,0.46,0.194
1098,18,21,5.0,1.0,1.0,0.34,0.53,0.1642
1099,19,21,5.0,1.0,1.0,0.36,0.46,0.2239
1100,20,21,5.0,1.0,1.0,0.36,0.46,0.2537
1101,21,21,5.0,1.0,1.0,0.34,0.49,0.194
1102,22,21,5.0,1.0,1.0,0.32,0.53,0.2537
1103,23,21,5.0,1.0,1.0,0.32,0.53,0.2239
1104,0,20,4.0,1.0,2.0,0.26,0.65,0.0
1105,1,20,4.0,1.0,2.0,0.26,0.65,0.1045
1106,2,20,4.0,1.0,2.0,0.26,0.7,0.1642
1107,3,20,4.0,1.0,2.0,0.26,0.7,0.0896
1108,4,20,4.0,1.0,2.0,0.28,0.65,0.1343
1109,5,20,4.0,1.0,2.0,0.3,0.61,0.2239
1110,6,20,4.0,1.0,2.0,0.3,0.65,0.2537
1111,7,20,4.0,1.0,2.0,0.3,0.65,0.194
1112,8,20,4.0,1.0,2.0,0.3,0.61,0.2239
1113,9,20,4.0,1.0,2.0,0.32,0.61,0.194
1114,10,20,4.0,1.0,2.0,0.32,0.66,0.1343
1115,11,20,4.0,1.0,2.0,0.34,0.61,0.1343
1116,12,20,4.0,1.0,2.0,0.36,0.62,0.1045
1117,13,20,4.0,1.0,2.0,0.38,0.54,0.1045
1118,14,20,4.0,1.0,2.0,0.38,0.54,0.1642
1119,15,20,4.0,1.0,2.0,0.38,0.58,0.1642
1120,16,19,4.0,1.0,2.0,0.36,0.57,0.194
1121,17,21,4.0,1.0,2.0,0.36,0.57,0.2239
1122,18,21,4.0,1.0,2.0,0.36,0.57,0.194
1123,19,21,4.0,1.0,2.0,0.34,0.61,0.1343
1124,20,21,4.0,1.0,1.0,0.34,0.61,0.1045
1125,21,21,4.0,1.0,2.0,0.32,0.66,0.1045
1126,22,21,4.0,1.0,2.0,0.32,0.66,0.1642
1127,23,21,4.0,1.0,2.0,0.32,0.61,0.1642
1128,0,20,3.0,1.0,1.0,0.26,0.56,0.2836
1129,1,20,3.0,1.0,1.0,0.24,0.6,0.2985
1130,2,20,3.0,1.0,1.0,0.24,0.6,0.2985
1131,3,20,3.0,1.0,1.0,0.24,0.65,0.2239
1132,4,20,3.0,1.0,1.0,0.22,0.69,0.194
1133,5,20,3.0,1.0,1.0,0.22,0.69,0.194
1134,6,20,3.0,1.0,1.0,0.24,0.65,0.194
1135,7,20,3.0,1.0,1.0,0.24,0.65,0.2836
1136,8,20,3.0,1.0,1.0,0.28,0.56,0.2985
1137,9,20,3.0,1.0,1.0,0.3,0.52,0.3881
1138,10,20,3.0,1.0,1.0,0.32,0.45,0.3582
1139,11,20,3.0,1.0,1.0,0.32,0.49,0.2537
1140,12,20,3.0,1.0,1.0,0.34,0.46,0.0
1141,13,20,3.0,1.0,1.0,0.36,0.43,0.2537
1142,14,20,3.0,1.0,1.0,0.36,0.43,0.1343
1143,15,20,3.0,1.0,1.0,0.36,0.43,0.2836
1144,16,20,3.0,1.0,1.0,0.34,0.46,0.1045
1145,17,21,3.0,1.0,1.0,0.32,0.49,0.194
1146,18,22,3.0,1.0,1.0,0.32,0.53,0.1642
1147,19,22,3.0,1.0,1.0,0.3,0.52,0.1642
1148,20,22,3.0,1.0,1.0,0.3,0.52,0.0896
1149,21,22,3.0,1.0,1.0,0.3,0.56,0.0
1150,22,22,3.0,1.0,1.0,0.28,0.61,0.0
1151,23,22,3.0,1.0,1.0,0.24,0.7,0.1343
1152,0,20,2.0,1.0,2.0,0.52,0.83,0.2836
1153,1,20,2.0,1.0,3.0,0.44,0.88,0.6418
1154,2,20,2.0,1.0,3.0,0.36,0.87,0.4478
1155,3,22,2.0,1.0,3.0,0.36,0.87,0.3582
1156,4,22,2.0,1.0,2.0,0.36,0.81,0.3881
1157,5,22,2.0,1.0,2.0,0.34,0.87,0.2836
1158,6,22,2.0,1.0,3.0,0.32,0.81,0.4627
1159,7,22,2.0,1.0,3.0,0.32,0.87,0.2537
1160,8,22,2.0,1.0,3.0,0.32,0.87,0.2537
1161,9,22,2.0,1.0,3.0,0.32,0.81,0.3284
1162,10,22,2.0,1.0,3.0,0.3,0.75,0.3881
1163,11,22,2.0,1.0,1.0,0.32,0.7,0.2537
1164,12,22,2.0,1.0,1.0,0.34,0.61,0.2836
1165,13,22,2.0,1.0,1.0,0.34,0.53,0.2537
1166,14,22,2.0,1.0,1.0,0.38,0.46,0.3881
1167,15,21,2.0,1.0,1.0,0.4,0.4,0.2985
1168,16,22,2.0,1.0,1.0,0.38,0.4,0.2985
1169,17,24,2.0,1.0,1.0,0.34,0.49,0.3582
1170,18,25,2.0,1.0,1.0,0.34,0.49,0.2836
1171,19,25,2.0,1.0,1.0,0.32,0.49,0.3582
1172,20,25,2.0,1.0,1.0,0.3,0.49,0.3582
1173,21,25,2.0,1.0,1.0,0.3,0.49,0.3582
1174,22,25,2.0,1.0,1.0,0.26,0.56,0.3284
1175,23,25,2.0,1.0,1.0,0.26,0.56,0.2985
1176,0,20,1.0,0.0,1.0,0.42,0.71,0.1045
1177,1,20,1.0,0.0,1.0,0.4,0.76,0.1642
1178,2,20,1.0,0.0,1.0,0.4,0.76,0.1343
1179,3,20,1.0,0.0,1.0,0.4,0.76,0.1343
1180,4,20,1.0,0.0,1.0,0.4,0.76,0.0896
1181,5,20,1.0,0.0,1.0,0.38,0.87,0.0
1182,6,20,1.0,0.0,1.0,0.38,0.87,0.1045
1183,7,20,1.0,0.0,1.0,0.4,0.87,0.0
1184,8,20,1.0,0.0,1.0,0.42,0.82,0.1642
1185,9,20,1.0,0.0,1.0,0.44,0.88,0.1045
1186,10,20,1.0,0.0,1.0,0.48,0.77,0.1642
1187,11,20,1.0,0.0,1.0,0.52,0.72,0.1642
1188,12,20,1.0,0.0,1.0,0.56,0.64,0.2239
1189,13,20,1.0,0.0,1.0,0.6,0.6,0.2239
1190,14,20,1.0,0.0,1.0,0.58,0.6,0.2836
1191,15,20,1.0,0.0,1.0,0.56,0.64,0.2537
1192,16,19,1.0,0.0,1.0,0.56,0.64,0.1642
1193,17,19,1.0,0.0,1.0,0.56,0.64,0.2836
1194,18,19,1.0,0.0,1.0,0.52,0.72,0.1343
1195,19,18,1.0,0.0,1.0,0.54,0.73,0.2836
1196,20,18,1.0,0.0,2.0,0.52,0.77,0.2836
1197,21,18,1.0,0.0,3.0,0.54,0.73,0.2239
1198,22,18,1.0,0.0,1.0,0.52,0.77,0.2537
1199,23,18,1.0,0.0,2.0,0.54,0.77,0.2239
1200,0,20,0.0,0.0,1.0,0.34,0.81,0.0896
1201,1,19,0.0,0.0,1.0,0.34,0.76,0.0896
1202,2,19,0.0,0.0,1.0,0.32,0.87,0.1045
1203,3,19,0.0,0.0,1.0,0.34,0.81,0.0
1204,4,19,0.0,0.0,1.0,0.32,0.81,0.1045
1205,5,19,0.0,0.0,1.0,0.3,0.87,0.1343
1206,6,19,0.0,0.0,1.0,0.3,0.87,0.0896
1207,7,19,0.0,0.0,1.0,0.3,0.89,0.0896
1208,8,19,0.0,0.0,1.0,0.32,0.87,0.1045
1209,9,19,0.0,0.0,1.0,0.36,0.77,0.0
1210,10,19,0.0,0.0,1.0,0.4,0.69,0.1045
1211,11,19,0.0,0.0,1.0,0.46,0.59,0.1343
1212,12,17,0.0,0.0,1.0,0.5,0.48,0.0896
1213,13,17,0.0,0.0,1.0,0.54,0.45,0.1045
1214,14,17,0.0,0.0,1.0,0.6,0.33,0.1642
1215,15,15,0.0,0.0,1.0,0.56,0.37,0.2239
1216,16,15,0.0,0.0,1.0,0.54,0.42,0.2239
1217,17,18,0.0,0.0,1.0,0.54,0.45,0.1642
1218,18,18,0.0,0.0,1.0,0.52,0.45,0.1343
1219,19,18,0.0,0.0,1.0,0.48,0.55,0.1343
1220,20,18,0.0,0.0,1.0,0.44,0.62,0.1642
1221,21,18,0.0,0.0,1.0,0.44,0.67,0.2239
1222,22,18,0.0,0.0,1.0,0.42,0.71,0.194
1223,23,18,0.0,0.0,1.0,0.42,0.71,0.194
1224,0,20,6.0,0.0,1.0,0.32,0.76,0.0896
1225,1,20,6.0,0.0,1.0,0.3,0.81,0.0896
1226,2,20,6.0,0.0,1.0,0.32,0.81,0.0
1227,3,20,6.0,0.0,1.0,0.3,0.81,0.0
1228,4,20,6.0,0.0,1.0,0.26,0.87,0.1045
1229,5,20,6.0,0.0,1.0,0.28,0.87,0.0
1230,6,20,6.0,0.0,1.0,0.24,0.93,0.0896
1231,7,20,6.0,0.0,1.0,0.26,0.87,0.1045
1232,8,20,6.0,0.0,1.0,0.32,0.76,0.0
1233,9,20,6.0,0.0,1.0,0.36,0.66,0.194
1234,10,20,6.0,0.0,1.0,0.4,0.58,0.0
1235,11,20,6.0,0.0,1.0,0.4,0.58,0.1045
1236,12,17,6.0,0.0,1.0,0.48,0.48,0.0
1237,13,17,6.0,0.0,1.0,0.52,0.39,0.0
1238,14,16,6.0,0.0,1.0,0.54,0.37,0.0
1239,15,16,6.0,0.0,1.0,0.52,0.45,0.0
1240,16,16,6.0,0.0,1.0,0.54,0.37,0.0
1241,17,16,6.0,0.0,1.0,0.5,0.45,0.194
1242,18,17,6.0,0.0,1.0,0.44,0.54,0.1343
1243,19,17,6.0,0.0,1.0,0.46,0.51,0.0896
1244,20,17,6.0,0.0,1.0,0.44,0.54,0.0
1245,21,17,6.0,0.0,1.0,0.4,0.66,0.0
1246,22,17,6.0,0.0,1.0,0.38,0.71,0.0896
1247,23,17,6.0,0.0,1.0,0.36,0.71,0.1045
1248,0,20,5.0,1.0,1.0,0.34,0.49,0.3284
1249,1,20,5.0,1.0,1.0,0.32,0.53,0.2836
1250,2,20,5.0,1.0,1.0,0.32,0.53,0.2537
1251,3,20,5.0,1.0,1.0,0.32,0.53,0.4179
1252,4,20,5.0,1.0,1.0,0.32,0.53,0.3582
1253,5,20,5.0,1.0,1.0,0.3,0.56,0.194
1254,6,20,5.0,1.0,1.0,0.26,0.65,0.1045
1255,7,20,5.0,1.0,1.0,0.26,0.65,0.1343
1256,8,19,5.0,1.0,1.0,0.32,0.57,0.1642
1257,9,19,5.0,1.0,1.0,0.34,0.53,0.4179
1258,10,19,5.0,1.0,1.0,0.36,0.5,0.3284
1259,11,19,5.0,1.0,1.0,0.4,0.47,0.2985
1260,12,19,5.0,1.0,1.0,0.44,0.41,0.3284
1261,13,19,5.0,1.0,1.0,0.46,0.38,0.2985
1262,14,19,5.0,1.0,1.0,0.46,0.38,0.194
1263,15,19,5.0,1.0,1.0,0.46,0.36,0.2239
1264,16,19,5.0,1.0,1.0,0.46,0.38,0.1642
1265,17,20,5.0,1.0,1.0,0.42,0.44,0.1343
1266,18,20,5.0,1.0,1.0,0.42,0.44,0.1045
1267,19,20,5.0,1.0,1.0,0.34,0.71,0.0896
1268,20,20,5.0,1.0,1.0,0.36,0.66,0.1343
1269,21,20,5.0,1.0,1.0,0.34,0.76,0.0
1270,22,20,5.0,1.0,1.0,0.34,0.71,0.1045
1271,23,20,5.0,1.0,1.0,0.32,0.81,0.0896
1272,0,20,4.0,1.0,3.0,0.28,0.61,0.2239
1273,1,20,4.0,1.0,3.0,0.3,0.52,0.3582
1274,2,20,4.0,1.0,2.0,0.3,0.49,0.2239
1275,3,20,4.0,1.0,2.0,0.3,0.45,0.2836
1276,4,20,4.0,1.0,2.0,0.3,0.42,0.2239
1277,5,20,4.0,1.0,1.0,0.3,0.39,0.2239
1278,6,20,4.0,1.0,1.0,0.28,0.36,0.3881
1279,7,20,4.0,1.0,1.0,0.3,0.33,0.2836
1280,8,20,4.0,1.0,1.0,0.32,0.31,0.3582
1281,9,18,4.0,1.0,1.0,0.32,0.31,0.3284
1282,10,18,4.0,1.0,1.0,0.36,0.29,0.3881
1283,11,18,4.0,1.0,1.0,0.4,0.24,0.4925
1284,12,17,4.0,1.0,1.0,0.44,0.18,0.4179
1285,13,17,4.0,1.0,1.0,0.44,0.18,0.4179
1286,14,17,4.0,1.0,1.0,0.44,0.18,0.4179
1287,15,17,4.0,1.0,1.0,0.42,0.16,0.3881
1288,16,17,4.0,1.0,1.0,0.4,0.2,0.2985
1289,17,18,4.0,1.0,1.0,0.4,0.24,0.4179
1290,18,18,4.0,1.0,1.0,0.38,0.27,0.3582
1291,19,18,4.0,1.0,1.0,0.38,0.29,0.4627
1292,20,18,4.0,1.0,1.0,0.36,0.37,0.3881
1293,21,18,4.0,1.0,1.0,0.34,0.42,0.2985
1294,22,18,4.0,1.0,1.0,0.34,0.46,0.3582
1295,23,18,,,,,,
1296,0,20,3.0,1.0,2.0,0.3,0.56,0.2836
1297,1,20,3.0,1.0,2.0,0.28,0.61,0.2537
1298,2,20,3.0,1.0,2.0,0.28,0.56,0.2985
1299,3,20,3.0,1.0,2.0,0.28,0.52,0.3284
1300,4,20,3.0,1.0,2.0,0.28,0.52,0.2985
1301,5,20,3.0,1.0,2.0,0.28,0.52,0.3284
1302,6,20,3.0,1.0,2.0,0.26,0.56,0.2836
1303,7,20,3.0,1.0,2.0,0.26,0.56,0.2985
1304,8,20,3.0,1.0,2.0,0.26,0.6,0.2836
1305,9,20,3.0,1.0,2.0,0.26,0.6,0.2836
1306,10,20,3.0,1.0,2.0,0.28,0.56,0.2985
1307,11,20,3.0,1.0,2.0,0.32,0.51,0.3582
1308,12,20,3.0,1.0,2.0,0.32,0.53,0.2836
1309,13,20,3.0,1.0,2.0,0.32,0.53,0.2537
1310,14,20,3.0,1.0,2.0,0.32,0.53,0.3582
1311,15,20,3.0,1.0,2.0,0.32,0.53,0.2985
1312,16,20,3.0,1.0,2.0,0.32,0.53,0.3582
1313,17,20,3.0,1.0,2.0,0.32,0.53,0.3881
1314,18,20,3.0,1.0,2.0,0.32,0.53,0.3582
1315,19,20,3.0,1.0,2.0,0.3,0.56,0.2985
1316,20,20,3.0,1.0,2.0,0.32,0.49,0.3284
1317,21,20,3.0,1.0,2.0,0.32,0.49,0.2985
1318,22,20,3.0,1.0,3.0,0.3,0.56,0.2537
1319,23,20,3.0,1.0,3.0,0.28,0.65,0.2239
1320,0,20,2.0,1.0,1.0,0.24,0.6,0.1045
1321,1,20,2.0,1.0,1.0,0.24,0.6,0.1642
1322,2,20,2.0,1.0,1.0,0.24,0.65,0.0896
1323,3,20,2.0,1.0,1.0,0.22,0.64,0.1045
1324,4,20,2.0,1.0,1.0,0.22,0.69,0.0896
1325,5,20,2.0,1.0,2.0,0.22,0.64,0.194
1326,6,20,2.0,1.0,1.0,0.22,0.69,0.1343
1327,7,20,2.0,1.0,1.0,0.2,0.69,0.1642
1328,8,20,2.0,1.0,1.0,0.22,0.69,0.1642
1329,9,20,2.0,1.0,1.0,0.26,0.6,0.1642
1330,10,20,2.0,1.0,1.0,0.3,0.49,0.194
1331,11,20,2.0,1.0,1.0,0.32,0.45,0.1343
1332,12,20,2.0,1.0,1.0,0.32,0.45,0.1343
1333,13,21,2.0,1.0,1.0,0.34,0.46,0.1343
1334,14,21,2.0,1.0,1.0,0.36,0.4,0.1045
1335,15,21,2.0,1.0,1.0,0.34,0.46,0.2537
1336,16,20,2.0,1.0,1.0,0.34,0.46,0.1642
1337,17,21,2.0,1.0,1.0,0.32,0.53,0.2239
